X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.765,0.015,0.775,247.782,23.018248209,1352
0.765,0.025,0.775,217.305,23.018248209,1352
0.765,0.035,0.775,188.36,23.018248209,1352
0.765,0.035,0.785,201.66,23.018248209,1352
0.765,0.045,0.775,160.297,23.018248209,1352
0.765,0.055,0.775,148.981,23.018248209,1352
0.765,0.065,0.775,63.2185,23.018248209,1352
0.765,0.075,0.775,19.3863,23.018248209,1352
0.775,-0.015,0.775,225.153,23.018248209,1352
0.775,-0.005,0.775,182.65,23.018248209,1352
0.775,0.005,0.775,138.94,23.018248209,1352
0.775,0.005,0.785,225.876,23.018248209,1352
0.775,0.005,0.795,250.218,23.018248209,1352
0.775,0.005,0.805,286.294,23.018248209,1352
0.775,0.015,0.775,95.7746,23.018248209,1352
0.775,0.015,0.785,193.171,23.018248209,1352
0.775,0.015,0.795,239.536,23.018248209,1352
0.775,0.015,0.805,281.325,23.018248209,1352
0.775,0.015,0.815,300.289,23.018248209,1352
0.775,0.025,0.775,16.9678,23.018248209,1352
0.775,0.025,0.785,114.537,23.018248209,1352
0.775,0.025,0.795,202.805,23.018248209,1352
0.775,0.025,0.805,232.93,23.018248209,1352
0.775,0.025,0.815,292.973,23.018248209,1352
0.775,0.025,0.825,305.066,23.018248209,1352
0.775,0.025,0.835,284.463,23.018248209,1352
0.775,0.035,0.775,15.0305,23.018248209,1352
0.775,0.035,0.785,125.446,23.018248209,1352
0.775,0.035,0.795,164.937,23.018248209,1352
0.775,0.035,0.805,216.67,23.018248209,1352
0.775,0.035,0.815,242.772,23.018248209,1352
0.775,0.035,0.825,250.98,23.018248209,1352
0.775,0.035,0.835,250.578,23.018248209,1352
0.775,0.035,0.845,261.848,23.018248209,1352
0.775,0.035,0.855,269.877,23.018248209,1352
0.775,0.045,0.775,93.2533,23.018248209,1352
0.775,0.045,0.785,172.12,23.018248209,1352
0.775,0.045,0.795,187.357,23.018248209,1352
0.775,0.045,0.805,174.742,23.018248209,1352
0.775,0.045,0.815,167.189,23.018248209,1352
0.775,0.045,0.825,178.342,23.018248209,1352
0.775,0.045,0.835,189.323,23.018248209,1352
0.775,0.045,0.845,199.104,23.018248209,1352
0.775,0.045,0.855,140.712,23.018248209,1352
0.775,0.055,0.775,136.945,23.018248209,1352
0.775,0.055,0.785,178.053,23.018248209,1352
0.775,0.055,0.795,174.667,23.018248209,1352
0.775,0.055,0.805,146.442,23.018248209,1352
0.775,0.055,0.815,125.214,23.018248209,1352
0.775,0.055,0.825,95.8535,23.018248209,1352
0.775,0.055,0.835,23.8499,23.018248209,1352
0.775,0.065,0.775,148.926,23.018248209,1352
0.775,0.065,0.785,151.437,23.018248209,1352
0.775,0.065,0.795,36.8293,23.018248209,1352
0.775,0.065,0.805,4.50015,23.018248209,1352
0.775,0.075,0.775,85.7712,23.018248209,1352
0.775,0.075,0.785,44.0883,23.018248209,1352
0.775,0.085,0.775,40.573,23.018248209,1352
0.775,0.095,0.775,13.7427,23.018248209,1352
0.785,-0.015,0.775,163.292,23.018248209,1352
0.785,-0.015,0.785,237.618,23.018248209,1352
0.785,-0.005,0.775,83.6916,23.018248209,1352
0.785,-0.005,0.785,171.55,23.018248209,1352
0.785,-0.005,0.795,221.647,23.018248209,1352
0.785,-0.005,0.805,270.385,23.018248209,1352
0.785,-0.005,0.825,299.677,23.018248209,1352
0.785,0.005,0.785,41.5153,23.018248209,1352
0.785,0.005,0.795,91.497,23.018248209,1352
0.785,0.005,0.805,177.094,23.018248209,1352
0.785,0.005,0.815,262.884,23.018248209,1352
0.785,0.005,0.825,264.744,23.018248209,1352
0.785,0.005,0.835,292.402,23.018248209,1352
0.785,0.005,0.845,298.317,23.018248209,1352
0.785,0.005,0.855,335.186,23.018248209,1352
0.785,0.015,0.795,18.4956,23.018248209,1352
0.785,0.015,0.805,55.1102,23.018248209,1352
0.785,0.015,0.815,93.9232,23.018248209,1352
0.785,0.015,0.825,135.861,23.018248209,1352
0.785,0.015,0.835,182.654,23.018248209,1352
0.785,0.015,0.845,257.639,23.018248209,1352
0.785,0.015,0.855,315.439,23.018248209,1352
0.785,0.015,0.865,307.957,23.018248209,1352
0.785,0.015,0.885,336.855,23.018248209,1352
0.785,0.015,0.895,350.788,23.018248209,1352
0.785,0.025,0.795,6.18212,23.018248209,1352
0.785,0.025,0.805,21.7603,23.018248209,1352
0.785,0.025,0.815,60.8632,23.018248209,1352
0.785,0.025,0.825,67.9921,23.018248209,1352
0.785,0.025,0.835,101.273,23.018248209,1352
0.785,0.025,0.845,137.858,23.018248209,1352
0.785,0.025,0.855,282.683,23.018248209,1352
0.785,0.025,0.875,303.159,23.018248209,1352
0.785,0.025,0.885,343.159,23.018248209,1352
0.785,0.025,0.895,348.61,23.018248209,1352
0.785,0.025,0.905,395.709,23.018248209,1352
0.785,0.025,0.915,318.763,23.018248209,1352
0.785,0.035,0.795,28.1138,23.018248209,1352
0.785,0.035,0.805,48.6606,23.018248209,1352
0.785,0.035,0.815,50.6784,23.018248209,1352
0.785,0.035,0.825,67.5543,23.018248209,1352
0.785,0.035,0.835,72.8858,23.018248209,1352
0.785,0.035,0.845,137.065,23.018248209,1352
0.785,0.035,0.855,254.755,23.018248209,1352
0.785,0.035,0.865,335.086,23.018248209,1352
0.785,0.035,0.875,306.044,23.018248209,1352
0.785,0.035,0.905,325.952,23.018248209,1352
0.785,0.035,0.915,309.852,23.018248209,1352
0.785,0.045,0.815,107.659,23.018248209,1352
0.785,0.045,0.825,159.813,23.018248209,1352
0.785,0.045,0.835,190.714,23.018248209,1352
0.785,0.045,0.845,212.341,23.018248209,1352
0.785,0.045,0.855,231.393,23.018248209,1352
0.785,0.045,0.865,252.109,23.018248209,1352
0.785,0.045,0.875,225.684,23.018248209,1352
0.785,0.045,0.885,207.621,23.018248209,1352
0.785,0.045,0.905,237.405,23.018248209,1352
0.785,0.045,0.915,225.656,23.018248209,1352
0.785,0.045,0.925,107.632,23.018248209,1352
0.785,0.055,0.805,155.286,23.018248209,1352
0.785,0.055,0.815,174.113,23.018248209,1352
0.785,0.055,0.825,173.191,23.018248209,1352
0.785,0.055,0.835,166.631,23.018248209,1352
0.785,0.055,0.845,166.275,23.018248209,1352
0.785,0.055,0.855,153.503,23.018248209,1352
0.785,0.055,0.865,139.709,23.018248209,1352
0.785,0.055,0.875,108.282,23.018248209,1352
0.785,0.055,0.885,107.733,23.018248209,1352
0.785,0.055,0.895,93.6479,23.018248209,1352
0.785,0.055,0.905,51.3457,23.018248209,1352
0.785,0.065,0.785,140.235,23.018248209,1352
0.785,0.065,0.795,148.503,23.018248209,1352
0.785,0.065,0.805,133.48,23.018248209,1352
0.785,0.065,0.815,136.647,23.018248209,1352
0.785,0.065,0.825,132.389,23.018248209,1352
0.785,0.065,0.835,127.218,23.018248209,1352
0.785,0.065,0.845,89.2589,23.018248209,1352
0.785,0.065,0.855,28.6935,23.018248209,1352
0.785,0.065,0.865,10.4489,23.018248209,1352
0.785,0.075,0.775,121.656,23.018248209,1352
0.785,0.075,0.785,132.809,23.018248209,1352
0.785,0.075,0.795,96.995,23.018248209,1352
0.785,0.075,0.805,56.2374,23.018248209,1352
0.785,0.075,0.815,12.4068,23.018248209,1352
0.785,0.085,0.775,97.7916,23.018248209,1352
0.785,0.085,0.785,47.0111,23.018248209,1352
0.785,0.095,0.775,31.471,23.018248209,1352
0.795,-0.025,0.775,173.306,23.018248209,1352
0.795,-0.015,0.775,59.8571,23.018248209,1352
0.795,-0.015,0.785,157.41,23.018248209,1352
0.795,-0.015,0.795,202.792,23.018248209,1352
0.795,-0.015,0.805,247.75,23.018248209,1352
0.795,-0.015,0.815,293.67,23.018248209,1352
0.795,-0.015,0.825,305.672,23.018248209,1352
0.795,-0.005,0.785,20.6048,23.018248209,1352
0.795,-0.005,0.795,47.555,23.018248209,1352
0.795,-0.005,0.805,77.0632,23.018248209,1352
0.795,-0.005,0.815,127.439,23.018248209,1352
0.795,-0.005,0.825,200.53,23.018248209,1352
0.795,-0.005,0.835,257.227,23.018248209,1352
0.795,-0.005,0.845,311.249,23.018248209,1352
0.795,-0.005,0.855,316.127,23.018248209,1352
0.795,-0.005,0.875,376.481,23.018248209,1352
0.795,0.005,0.805,12.3214,23.018248209,1352
0.795,0.005,0.815,12.8748,23.018248209,1352
0.795,0.005,0.825,30.8197,23.018248209,1352
0.795,0.005,0.835,50.545,23.018248209,1352
0.795,0.005,0.845,94.0861,23.018248209,1352
0.795,0.005,0.855,145.262,23.018248209,1352
0.795,0.005,0.865,231.718,23.018248209,1352
0.795,0.005,0.875,292.268,23.018248209,1352
0.795,0.005,0.885,363.511,23.018248209,1352
0.795,0.005,0.895,394.483,23.018248209,1352
0.795,0.005,0.905,426.042,23.018248209,1352
0.795,0.005,0.915,469.613,23.018248209,1352
0.795,0.015,0.825,6.43318,23.018248209,1352
0.795,0.015,0.835,20.489,23.018248209,1352
0.795,0.015,0.845,21.4357,23.018248209,1352
0.795,0.015,0.855,33.9557,23.018248209,1352
0.795,0.015,0.865,35.4743,23.018248209,1352
0.795,0.015,0.875,77.0187,23.018248209,1352
0.795,0.015,0.885,160.042,23.018248209,1352
0.795,0.015,0.895,205.489,23.018248209,1352
0.795,0.015,0.905,308.902,23.018248209,1352
0.795,0.015,0.915,392.29,23.018248209,1352
0.795,0.015,0.925,451.575,23.018248209,1352
0.795,0.015,0.935,531.043,23.018248209,1352
0.795,0.015,0.945,605.319,23.018248209,1352
0.795,0.015,0.955,691.227,23.018248209,1352
0.795,0.015,0.965,717.518,23.018248209,1352
0.795,0.025,0.835,6.68989,23.018248209,1352
0.795,0.025,0.845,13.7769,23.018248209,1352
0.795,0.025,0.855,22.3772,23.018248209,1352
0.795,0.025,0.875,48.0711,23.018248209,1352
0.795,0.025,0.885,74.8047,23.018248209,1352
0.795,0.025,0.895,130.469,23.018248209,1352
0.795,0.025,0.905,177.996,23.018248209,1352
0.795,0.025,0.915,291.255,23.018248209,1352
0.795,0.025,0.925,388.33,23.018248209,1352
0.795,0.025,0.935,514.857,23.018248209,1352
0.795,0.025,0.945,561.812,23.018248209,1352
0.795,0.025,0.955,644.22,23.018248209,1352
0.795,0.025,0.965,754.738,23.018248209,1352
0.795,0.025,0.975,751.394,23.018248209,1352
