X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.755,-0.195,0.755,22.3947,49.238136478,4401
0.755,-0.195,0.765,7.866,49.238136478,4401
0.755,-0.185,0.755,16.6391,49.238136478,4401
0.755,-0.185,0.765,8.0312,49.238136478,4401
0.755,-0.175,0.755,16.9369,49.238136478,4401
0.755,-0.175,0.765,16.3661,49.238136478,4401
0.755,-0.165,0.755,17.2178,49.238136478,4401
0.755,-0.165,0.765,25.1766,49.238136478,4401
0.755,-0.155,0.755,9.79485,49.238136478,4401
0.755,-0.155,0.765,34.4281,49.238136478,4401
0.755,-0.145,0.755,9.90851,49.238136478,4401
0.755,-0.145,0.765,44.4485,49.238136478,4401
0.755,-0.135,0.765,54.5832,49.238136478,4401
0.755,-0.125,0.765,64.7642,49.238136478,4401
0.755,-0.115,0.765,57.1358,49.238136478,4401
0.755,-0.105,0.765,68.1306,49.238136478,4401
0.755,-0.095,0.765,70.0067,49.238136478,4401
0.755,-0.085,0.765,73.566,49.238136478,4401
0.755,-0.075,0.755,11.7464,49.238136478,4401
0.755,-0.075,0.765,64.7309,49.238136478,4401
0.755,-0.065,0.755,12.011,49.238136478,4401
0.755,-0.065,0.765,82.9809,49.238136478,4401
0.755,-0.055,0.755,12.2509,49.238136478,4401
0.755,-0.055,0.765,63.3303,49.238136478,4401
0.755,-0.045,0.755,12.4559,49.238136478,4401
0.755,-0.045,0.765,78.4276,49.238136478,4401
0.755,-0.035,0.755,12.7146,49.238136478,4401
0.755,-0.035,0.765,68.95,49.238136478,4401
0.755,-0.025,0.755,12.8937,49.238136478,4401
0.755,-0.025,0.765,58.7652,49.238136478,4401
0.755,-0.015,0.755,13.038,49.238136478,4401
0.755,-0.015,0.765,100.549,49.238136478,4401
0.755,-0.005,0.755,13.0749,49.238136478,4401
0.755,-0.005,0.765,102.299,49.238136478,4401
0.755,0.005,0.765,131.07,49.238136478,4401
0.755,0.015,0.765,116.895,49.238136478,4401
0.755,0.025,0.765,141.737,49.238136478,4401
0.755,0.035,0.765,110.451,49.238136478,4401
0.755,0.045,0.765,99.8617,49.238136478,4401
0.755,0.055,0.765,105.348,49.238136478,4401
0.755,0.065,0.765,117.675,49.238136478,4401
0.755,0.075,0.765,108.565,49.238136478,4401
0.755,0.085,0.765,147.93,49.238136478,4401
0.755,0.095,0.755,8.8594,49.238136478,4401
0.755,0.095,0.765,132.056,49.238136478,4401
0.755,0.105,0.755,4.71644,49.238136478,4401
0.755,0.105,0.765,145.078,49.238136478,4401
0.755,0.115,0.755,9.48015,49.238136478,4401
0.755,0.115,0.765,174.4,49.238136478,4401
0.755,0.125,0.765,199.725,49.238136478,4401
0.755,0.135,0.755,9.10677,49.238136478,4401
0.755,0.135,0.765,183.696,49.238136478,4401
0.755,0.145,0.755,5.13564,49.238136478,4401
0.755,0.145,0.765,165.327,49.238136478,4401
0.755,0.155,0.765,131.021,49.238136478,4401
0.755,0.165,0.755,14.2837,49.238136478,4401
0.755,0.165,0.765,52.122,49.238136478,4401
0.755,0.175,0.755,9.126,49.238136478,4401
0.755,0.175,0.765,40.5978,49.238136478,4401
0.755,0.185,0.755,4.26803,49.238136478,4401
0.755,0.185,0.765,36.0843,49.238136478,4401
0.755,0.195,0.765,16.5035,49.238136478,4401
0.765,-0.195,0.755,22.5622,49.238136478,4401
0.765,-0.195,0.765,7.92199,49.238136478,4401
0.765,-0.185,0.755,22.9099,49.238136478,4401
0.765,-0.185,0.765,20.761,49.238136478,4401
0.765,-0.175,0.755,17.0396,49.238136478,4401
0.765,-0.175,0.765,53.7224,49.238136478,4401
0.765,-0.165,0.755,17.3454,49.238136478,4401
0.765,-0.165,0.765,76.7137,49.238136478,4401
0.765,-0.155,0.755,9.86602,49.238136478,4401
0.765,-0.155,0.765,73.445,49.238136478,4401
0.765,-0.145,0.755,9.96934,49.238136478,4401
0.765,-0.145,0.765,44.789,49.238136478,4401
0.765,-0.135,0.765,55.15,49.238136478,4401
0.765,-0.125,0.765,65.4374,49.238136478,4401
0.765,-0.115,0.765,67.5875,49.238136478,4401
0.765,-0.105,0.765,68.9009,49.238136478,4401
0.765,-0.095,0.765,70.9352,49.238136478,4401
0.765,-0.085,0.765,74.4649,49.238136478,4401
0.765,-0.075,0.755,11.9243,49.238136478,4401
0.765,-0.075,0.765,78.6634,49.238136478,4401
0.765,-0.065,0.755,12.1806,49.238136478,4401
0.765,-0.065,0.765,84.1303,49.238136478,4401
0.765,-0.055,0.755,12.4483,49.238136478,4401
0.765,-0.055,0.765,74.9101,49.238136478,4401
0.765,-0.045,0.755,12.6283,49.238136478,4401
0.765,-0.045,0.765,65.5648,49.238136478,4401
0.765,-0.035,0.755,12.894,49.238136478,4401
0.765,-0.035,0.765,70.2391,49.238136478,4401
0.765,-0.025,0.755,13.0939,49.238136478,4401
0.765,-0.025,0.765,75.3527,49.238136478,4401
0.765,-0.015,0.755,13.3115,49.238136478,4401
0.765,-0.015,0.765,115.457,49.238136478,4401
0.765,-0.005,0.755,13.3601,49.238136478,4401
0.765,-0.005,0.765,124.06,49.238136478,4401
0.765,0.005,0.765,148.842,49.238136478,4401
0.765,0.015,0.765,134.649,49.238136478,4401
0.765,0.025,0.765,175.31,49.238136478,4401
0.765,0.035,0.765,161.229,49.238136478,4401
0.765,0.045,0.765,185.848,49.238136478,4401
0.765,0.055,0.765,149.027,49.238136478,4401
0.765,0.065,0.765,175.36,49.238136478,4401
0.765,0.075,0.765,169.978,49.238136478,4401
0.765,0.085,0.755,4.09621,49.238136478,4401
0.765,0.085,0.765,208.338,49.238136478,4401
0.765,0.095,0.755,4.12519,49.238136478,4401
0.765,0.095,0.765,220.35,49.238136478,4401
0.765,0.105,0.755,8.83332,49.238136478,4401
0.765,0.105,0.765,224.434,49.238136478,4401
0.765,0.115,0.755,5.06485,49.238136478,4401
0.765,0.115,0.765,200.188,49.238136478,4401
0.765,0.125,0.755,5.08746,49.238136478,4401
0.765,0.125,0.765,217.497,49.238136478,4401
0.765,0.135,0.755,5.11126,49.238136478,4401
0.765,0.135,0.765,221.851,49.238136478,4401
0.765,0.145,0.765,210.897,49.238136478,4401
0.765,0.155,0.765,230.272,49.238136478,4401
0.765,0.165,0.755,5.15523,49.238136478,4401
0.765,0.165,0.765,226.896,49.238136478,4401
0.765,0.175,0.755,9.97077,49.238136478,4401
0.765,0.175,0.765,126.097,49.238136478,4401
0.765,0.185,0.755,5.15447,49.238136478,4401
0.765,0.185,0.765,44.348,49.238136478,4401
0.765,0.195,0.765,9.15378,49.238136478,4401
0.775,-0.195,0.755,22.6524,49.238136478,4401
0.775,-0.195,0.765,24.3603,49.238136478,4401
0.775,-0.185,0.755,23.0228,49.238136478,4401
0.775,-0.185,0.765,45.3515,49.238136478,4401
0.775,-0.175,0.755,17.1422,49.238136478,4401
0.775,-0.175,0.765,78.2938,49.238136478,4401
0.775,-0.165,0.755,17.3814,49.238136478,4401
0.775,-0.165,0.765,78.3046,49.238136478,4401
0.775,-0.155,0.755,9.909,49.238136478,4401
0.775,-0.155,0.765,99.2056,49.238136478,4401
0.775,-0.145,0.755,18.5934,49.238136478,4401
0.775,-0.145,0.765,117.707,49.238136478,4401
0.775,-0.135,0.765,128.769,49.238136478,4401
0.775,-0.125,0.765,57.0766,49.238136478,4401
0.775,-0.115,0.765,68.1958,49.238136478,4401
0.775,-0.105,0.765,79.6808,49.238136478,4401
0.775,-0.095,0.765,83.5393,49.238136478,4401
0.775,-0.085,0.755,11.6403,49.238136478,4401
0.775,-0.085,0.765,75.1834,49.238136478,4401
0.775,-0.075,0.755,12.0456,49.238136478,4401
0.775,-0.075,0.765,79.7542,49.238136478,4401
0.775,-0.065,0.755,12.3154,49.238136478,4401
0.775,-0.065,0.765,70.399,49.238136478,4401
0.775,-0.055,0.755,12.6,49.238136478,4401
0.775,-0.055,0.765,86.8016,49.238136478,4401
0.775,-0.045,0.755,12.8408,49.238136478,4401
0.775,-0.045,0.765,66.5141,49.238136478,4401
0.775,-0.035,0.755,13.1064,49.238136478,4401
0.775,-0.035,0.765,82.791,49.238136478,4401
0.775,-0.025,0.755,13.2756,49.238136478,4401
0.775,-0.025,0.765,126.195,49.238136478,4401
0.775,-0.015,0.755,13.4891,49.238136478,4401
0.775,-0.015,0.765,131.072,49.238136478,4401
0.775,-0.005,0.755,13.4801,49.238136478,4401
0.775,-0.005,0.765,191.701,49.238136478,4401
0.775,0.005,0.765,166.036,49.238136478,4401
0.775,0.015,0.765,174.595,49.238136478,4401
0.775,0.025,0.765,202.274,49.238136478,4401
0.775,0.035,0.765,217.32,49.238136478,4401
0.775,0.045,0.765,232.025,49.238136478,4401
0.775,0.055,0.765,261.898,49.238136478,4401
0.775,0.065,0.765,208.416,49.238136478,4401
0.775,0.075,0.765,212.744,49.238136478,4401
0.775,0.085,0.755,4.0832,49.238136478,4401
0.775,0.085,0.765,267.099,49.238136478,4401
0.775,0.095,0.755,8.7571,49.238136478,4401
0.775,0.095,0.765,273.557,49.238136478,4401
0.775,0.105,0.755,4.12299,49.238136478,4401
0.775,0.105,0.765,265.339,49.238136478,4401
0.775,0.115,0.765,279.061,49.238136478,4401
0.775,0.125,0.765,253.637,49.238136478,4401
0.775,0.135,0.755,5.09226,49.238136478,4401
0.775,0.135,0.765,304.802,49.238136478,4401
0.775,0.145,0.755,5.10418,49.238136478,4401
0.775,0.145,0.765,291.09,49.238136478,4401
0.775,0.155,0.765,323.851,49.238136478,4401
0.775,0.165,0.765,308.314,49.238136478,4401
0.775,0.175,0.765,261.747,49.238136478,4401
0.775,0.185,0.765,168.152,49.238136478,4401
0.775,0.195,0.765,58.0845,49.238136478,4401
0.785,-0.195,0.755,22.7357,49.238136478,4401
0.785,-0.195,0.765,36.7402,49.238136478,4401
0.785,-0.185,0.755,23.1308,49.238136478,4401
0.785,-0.185,0.765,61.2785,49.238136478,4401
0.785,-0.175,0.755,17.2294,49.238136478,4401
0.785,-0.175,0.765,71.1832,49.238136478,4401
0.785,-0.165,0.755,17.4088,49.238136478,4401
0.785,-0.165,0.765,89.9118,49.238136478,4401
0.785,-0.155,0.755,9.92289,49.238136478,4401
0.785,-0.155,0.765,109.235,49.238136478,4401
0.785,-0.145,0.755,9.92636,49.238136478,4401
0.785,-0.145,0.765,120.625,49.238136478,4401
0.785,-0.135,0.765,149.137,49.238136478,4401
0.785,-0.125,0.765,137.753,49.238136478,4401
0.785,-0.115,0.765,106.05,49.238136478,4401
0.785,-0.105,0.765,70.8287,49.238136478,4401
0.785,-0.095,0.765,84.2386,49.238136478,4401
0.785,-0.085,0.755,11.8654,49.238136478,4401
0.785,-0.085,0.765,75.9271,49.238136478,4401
0.785,-0.075,0.755,12.1472,49.238136478,4401
0.785,-0.075,0.765,66.8741,49.238136478,4401
0.785,-0.065,0.755,12.4284,49.238136478,4401
0.785,-0.065,0.765,70.9704,49.238136478,4401
0.785,-0.055,0.755,12.7272,49.238136478,4401
0.785,-0.055,0.765,87.7634,49.238136478,4401
0.785,-0.045,0.755,12.9892,49.238136478,4401
0.785,-0.045,0.765,67.2637,49.238136478,4401
0.785,-0.035,0.755,13.2287,49.238136478,4401
0.785,-0.035,0.765,83.8023,49.238136478,4401
0.785,-0.025,0.755,13.4303,49.238136478,4401
0.785,-0.025,0.765,89.5614,49.238136478,4401
0.785,-0.015,0.755,13.5179,49.238136478,4401
0.785,-0.015,0.765,134.183,49.238136478,4401
0.785,-0.005,0.765,189.481,49.238136478,4401
0.785,0.005,0.765,177.117,49.238136478,4401
0.785,0.015,0.765,186.056,49.238136478,4401
0.785,0.025,0.765,199.285,49.238136478,4401
0.785,0.035,0.765,246.197,49.238136478,4401
0.785,0.045,0.765,265.687,49.238136478,4401
0.785,0.055,0.765,288.602,49.238136478,4401
0.785,0.065,0.765,244.157,49.238136478,4401
0.785,0.075,0.765,245.879,49.238136478,4401
0.785,0.085,0.755,8.93494,49.238136478,4401
0.785,0.085,0.765,264.901,49.238136478,4401
0.785,0.095,0.755,8.43823,49.238136478,4401
0.785,0.095,0.765,270.004,49.238136478,4401
0.785,0.105,0.755,4.34931,49.238136478,4401
0.785,0.105,0.765,301.923,49.238136478,4401
0.785,0.115,0.755,4.11041,49.238136478,4401
0.785,0.115,0.765,342.967,49.238136478,4401
0.785,0.125,0.755,4.1269,49.238136478,4401
0.785,0.125,0.765,401.834,49.238136478,4401
0.785,0.135,0.765,339.878,49.238136478,4401
0.785,0.145,0.765,328.261,49.238136478,4401
0.785,0.155,0.765,350.756,49.238136478,4401
0.785,0.165,0.755,4.16597,49.238136478,4401
0.785,0.165,0.765,343.71,49.238136478,4401
0.785,0.175,0.755,5.1885,49.238136478,4401
0.785,0.175,0.765,293.386,49.238136478,4401
0.785,0.185,0.755,10.3109,49.238136478,4401
0.785,0.185,0.765,263.104,49.238136478,4401
0.785,0.195,0.765,178.794,49.238136478,4401
0.795,-0.195,0.755,13.5276,49.238136478,4401
0.795,-0.195,0.765,47.3172,49.238136478,4401
0.795,-0.185,0.755,23.1127,49.238136478,4401
0.795,-0.185,0.765,62.2463,49.238136478,4401
0.795,-0.175,0.755,17.2128,49.238136478,4401
0.795,-0.175,0.765,73.0317,49.238136478,4401
0.795,-0.165,0.755,17.3381,49.238136478,4401
0.795,-0.165,0.765,82.5788,49.238136478,4401
0.795,-0.155,0.765,84.4213,49.238136478,4401
0.795,-0.145,0.765,104.233,49.238136478,4401
0.795,-0.135,0.765,134.641,49.238136478,4401
0.795,-0.125,0.765,145.004,49.238136478,4401
0.795,-0.115,0.765,124.187,49.238136478,4401
0.795,-0.105,0.765,130.799,49.238136478,4401
0.795,-0.095,0.765,74.8964,49.238136478,4401
0.795,-0.085,0.755,11.8748,49.238136478,4401
0.795,-0.085,0.765,76.4382,49.238136478,4401
0.795,-0.075,0.755,12.0942,49.238136478,4401
0.795,-0.075,0.765,67.335,49.238136478,4401
0.795,-0.065,0.755,12.449,49.238136478,4401
0.795,-0.065,0.765,57.4715,49.238136478,4401
0.795,-0.055,0.755,12.8134,49.238136478,4401
0.795,-0.055,0.765,88.2477,49.238136478,4401
0.795,-0.045,0.755,13.1055,49.238136478,4401
0.795,-0.045,0.765,67.7283,49.238136478,4401
0.795,-0.035,0.755,13.2789,49.238136478,4401
0.795,-0.035,0.765,84.6917,49.238136478,4401
0.795,-0.025,0.755,13.5046,49.238136478,4401
0.795,-0.025,0.765,90.4314,49.238136478,4401
0.795,-0.015,0.755,13.531,49.238136478,4401
0.795,-0.015,0.765,165.646,49.238136478,4401
0.795,-0.005,0.765,190.089,49.238136478,4401
0.795,0.005,0.765,177.949,49.238136478,4401
0.795,0.015,0.765,186.845,49.238136478,4401
0.795,0.025,0.765,212.739,49.238136478,4401
0.795,0.035,0.765,229.691,49.238136478,4401
0.795,0.045,0.765,255.679,49.238136478,4401
0.795,0.055,0.765,296.366,49.238136478,4401
0.795,0.065,0.765,272.067,49.238136478,4401
0.795,0.075,0.755,3.96227,49.238136478,4401
0.795,0.075,0.765,289.874,49.238136478,4401
0.795,0.085,0.765,286.464,49.238136478,4401
0.795,0.095,0.755,8.92443,49.238136478,4401
0.795,0.095,0.765,285.432,49.238136478,4401
0.795,0.105,0.755,4.34313,49.238136478,4401
0.795,0.105,0.765,343.062,49.238136478,4401
0.795,0.115,0.765,401.342,49.238136478,4401
0.795,0.125,0.765,462.447,49.238136478,4401
0.795,0.135,0.755,5.05981,49.238136478,4401
0.795,0.135,0.765,381.312,49.238136478,4401
0.795,0.145,0.755,5.14679,49.238136478,4401
0.795,0.145,0.765,362.352,49.238136478,4401
0.795,0.155,0.765,345.232,49.238136478,4401
0.795,0.165,0.765,344.139,49.238136478,4401
0.795,0.175,0.765,282.837,49.238136478,4401
0.795,0.185,0.765,281.428,49.238136478,4401
0.795,0.195,0.765,208.625,49.238136478,4401
0.805,-0.195,0.755,13.529,49.238136478,4401
0.805,-0.195,0.765,56.8065,49.238136478,4401
0.805,-0.185,0.755,13.6794,49.238136478,4401
0.805,-0.185,0.765,72.2366,49.238136478,4401
0.805,-0.175,0.755,7.50786,49.238136478,4401
0.805,-0.175,0.765,91.0885,49.238136478,4401
0.805,-0.165,0.765,93.4041,49.238136478,4401
0.805,-0.155,0.765,113.136,49.238136478,4401
0.805,-0.145,0.765,115.762,49.238136478,4401
