	
-0.495	246.754
-0.485	239.658
-0.475	246.276
-0.465	219.810
-0.455	204.320
-0.445	196.627
-0.435	199.948
-0.425	192.582
-0.415	179.847
-0.405	189.601
-0.395	188.467
-0.385	182.483
-0.375	164.460
-0.365	150.863
-0.355	149.288
-0.345	154.634
-0.335	143.449
-0.325	132.469
-0.315	123.905
-0.305	135.105
-0.295	135.168
-0.285	125.060
-0.275	133.001
-0.265	124.672
-0.255	124.154
-0.245	123.284
-0.235	124.388
-0.225	137.176
-0.215	134.030
-0.205	144.556
-0.195	133.814
-0.185	134.400
-0.175	135.149
-0.165	135.252
-0.155	146.927
-0.145	144.390
-0.135	144.068
-0.125	141.309
-0.115	153.406
-0.105	144.293
-0.095	144.967
-0.085	145.023
-0.075	140.830
-0.065	154.885
-0.055	154.437
-0.045	167.903
-0.035	163.621
-0.025	183.378
-0.015	206.423
-0.005	240.045
0.005	245.502
0.015	248.350
0.025	263.942
0.035	269.432
0.045	277.202
0.055	266.693
0.065	238.504
0.075	247.625
0.085	247.287
0.095	212.034
0.105	180.384
0.115	170.332
0.125	172.813
0.135	160.75
0.145	150.077
0.155	149.87
0.165	150.201
0.175	146.614
0.185	150.755
0.195	145.828
0.205	140.284
0.215	139.675
0.225	138.788
0.235	122.405
0.245	109.285
0.285	110.886
0.295	145.577
0.305	155.08
0.315	159.713
0.325	159.583
0.335	161.279
0.345	171.867
0.355	180.815
0.365	174.697
0.375	181.245
0.385	188.137
0.395	190.371
0.405	201.276
0.415	200.073
0.425	202.396
0.435	213.781
0.445	213.41
0.455	222.576
0.465	224.396
0.475	229.476
0.485	225.039
0.495	238.839
