	
-0.505	250.557
-0.495	250.752
-0.485	250.128
-0.475	229.815
-0.465	211.817
-0.455	209.432
-0.445	199.842
-0.435	200.673
-0.425	189.484
-0.415	179.559
-0.405	179.614
-0.395	168.646
-0.385	169.255
-0.375	159.191
-0.365	158.592
-0.355	157.738
-0.345	147.315
-0.335	146.920
-0.325	137.150
-0.315	131.054
-0.305	135.785
-0.295	134.594
-0.285	126.169
-0.275	134.690
-0.265	132.903
-0.255	124.860
-0.245	134.699
-0.235	125.043
-0.225	120.261
-0.215	126.863
-0.205	136.138
-0.195	124.894
-0.185	134.254
-0.175	134.994
-0.165	142.140
-0.155	131.498
-0.145	148.208
-0.135	144.350
-0.125	148.899
-0.115	157.498
-0.105	161.997
-0.095	157.719
-0.085	145.149
-0.075	144.846
-0.065	153.461
-0.055	163.900
-0.045	165.947
-0.035	161.216
-0.025	182.741
-0.015	205.481
-0.005	235.743
0.005	251.388
0.015	244.394
0.025	273.896
0.035	265.401
0.045	280.366
0.055	263.501
0.065	254.890
0.075	251.824
0.085	225.381
0.095	218.316
0.105	189.305
0.115	177.504
0.125	165.318
0.135	141.622
0.145	154.693
0.155	160.244
0.165	145.658
0.175	144.598
0.185	148.553
0.195	148.228
0.205	132.655
0.215	141.234
0.225	131.025
0.235	115.092
0.245	110.485
0.255	129.454
0.265	138.131
0.275	144.752
0.285	160.155
0.295	159.984
0.305	162.26
0.315	172.474
0.325	170.784
0.335	152.687
0.345	169.722
0.355	181.778
0.365	170.793
0.375	175.899
0.385	195.009
0.395	188.144
0.405	201.023
0.415	205.208
0.425	207.806
0.435	221.405
0.445	221.301
0.455	216.28
0.465	220.502
0.475	234.242
0.485	241.293
0.495	236.564
