	
-0.495	250.074
-0.485	250.148
-0.475	241.169
-0.465	210.206
-0.455	205.920
-0.445	199.347
-0.435	189.607
-0.425	193.240
-0.415	177.595
-0.405	178.824
-0.395	169.333
-0.385	171.783
-0.375	158.435
-0.365	151.145
-0.355	157.690
-0.345	147.762
-0.335	147.260
-0.325	137.202
-0.315	125.724
-0.305	145.083
-0.295	134.530
-0.285	125.852
-0.275	135.051
-0.265	129.075
-0.255	124.013
-0.245	124.868
-0.235	134.173
-0.225	124.755
-0.215	125.858
-0.205	145.503
-0.195	134.257
-0.185	133.785
-0.175	133.968
-0.165	139.170
-0.155	135.588
-0.145	144.184
-0.135	144.416
-0.125	142.135
-0.115	140.732
-0.105	150.610
-0.095	155.368
-0.085	144.955
-0.075	145.944
-0.065	145.521
-0.055	159.461
-0.045	164.769
-0.035	154.148
-0.025	184.251
-0.015	208.152
-0.005	231.540
0.005	245.354
0.015	256.034
0.025	264.685
0.035	268.210
0.045	266.038
0.055	266.348
0.065	250.660
0.075	254.113
0.085	247.878
0.095	215.066
0.105	180.607
0.115	170.280
0.125	168.346
0.135	171.388
0.145	160.445
0.155	149.184
0.165	160.132
0.175	156.708
0.185	153.638
0.195	150.750
0.205	151.185
0.215	141.052
0.225	120.594
0.235	120.553
0.255	101.314
0.265	111.704
0.275	140.431
0.285	150.249
0.295	139.703
0.305	160.471
0.315	150.819
0.325	151.132
0.335	170.006
0.345	170.573
0.355	171.167
0.365	180.989
0.375	191.621
0.385	191.784
0.395	189.712
0.405	202.195
0.415	196.29
0.425	212.106
0.435	222.302
0.445	222.497
0.455	219.596
0.465	224.116
0.475	224.174
0.485	239.729
0.495	237.415
