X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.755,-0.195,0.755,4.28336,45.823914635,5056
0.755,-0.195,0.765,194.65,45.823914635,5056
0.755,-0.185,0.755,4.32157,45.823914635,5056
0.755,-0.185,0.765,265.997,45.823914635,5056
0.755,-0.175,0.755,14.8488,45.823914635,5056
0.755,-0.175,0.765,287.201,45.823914635,5056
0.755,-0.165,0.755,122.433,45.823914635,5056
0.755,-0.165,0.765,373.13,45.823914635,5056
0.755,-0.155,0.755,109.806,45.823914635,5056
0.755,-0.155,0.765,377.166,45.823914635,5056
0.755,-0.145,0.755,118.656,45.823914635,5056
0.755,-0.145,0.765,380.672,45.823914635,5056
0.755,-0.135,0.755,39.2943,45.823914635,5056
0.755,-0.135,0.765,357.362,45.823914635,5056
0.755,-0.125,0.755,114.946,45.823914635,5056
0.755,-0.125,0.765,294.928,45.823914635,5056
0.755,-0.115,0.755,102.719,45.823914635,5056
0.755,-0.115,0.765,254.845,45.823914635,5056
0.755,-0.105,0.755,129.215,45.823914635,5056
0.755,-0.105,0.765,253.564,45.823914635,5056
0.755,-0.095,0.755,130.52,45.823914635,5056
0.755,-0.095,0.765,251.161,45.823914635,5056
0.755,-0.085,0.755,131.874,45.823914635,5056
0.755,-0.075,0.755,128.195,45.823914635,5056
0.755,-0.065,0.755,118.159,45.823914635,5056
0.755,-0.065,0.765,175.291,45.823914635,5056
0.755,-0.055,0.755,118.77,45.823914635,5056
0.755,-0.055,0.765,205.049,45.823914635,5056
0.755,-0.045,0.755,28.1418,45.823914635,5056
0.755,-0.035,0.755,28.4798,45.823914635,5056
0.755,-0.035,0.765,276.188,45.823914635,5056
0.755,-0.025,0.755,13.7843,45.823914635,5056
0.755,-0.025,0.765,343.671,45.823914635,5056
0.755,-0.015,0.765,397.957,45.823914635,5056
0.755,-0.005,0.765,396.655,45.823914635,5056
0.755,0.055,0.755,20.9702,45.823914635,5056
0.755,0.065,0.755,21.3833,45.823914635,5056
0.755,0.065,0.765,257.745,45.823914635,5056
0.755,0.075,0.755,21.793,45.823914635,5056
0.755,0.085,0.755,31.4418,45.823914635,5056
0.755,0.085,0.765,260.198,45.823914635,5056
0.755,0.095,0.755,31.884,45.823914635,5056
0.755,0.095,0.765,262.941,45.823914635,5056
0.755,0.105,0.755,32.4783,45.823914635,5056
0.755,0.105,0.765,272.473,45.823914635,5056
0.755,0.115,0.755,32.7891,45.823914635,5056
0.755,0.115,0.765,346.994,45.823914635,5056
0.755,0.125,0.755,19.9919,45.823914635,5056
0.755,0.125,0.765,324.316,45.823914635,5056
0.755,0.135,0.755,33.503,45.823914635,5056
0.755,0.135,0.765,316.84,45.823914635,5056
