X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.795,0.015,0.775,397.176,8.547763237,630
0.795,0.015,0.785,585.327,8.547763237,630
0.795,0.015,0.795,495.708,8.547763237,630
0.795,0.015,0.805,216.552,8.547763237,630
0.795,0.015,0.815,45.5537,8.547763237,630
0.795,0.025,0.775,635.402,8.547763237,630
0.795,0.025,0.785,740.169,8.547763237,630
0.795,0.025,0.795,673.336,8.547763237,630
0.795,0.025,0.805,492.732,8.547763237,630
0.795,0.025,0.815,304.487,8.547763237,630
0.795,0.025,0.825,205.574,8.547763237,630
0.795,0.025,0.835,58.8863,8.547763237,630
0.795,0.025,0.845,76.1463,8.547763237,630
0.795,0.035,0.775,483.795,8.547763237,630
0.795,0.035,0.795,626.328,8.547763237,630
0.795,0.035,0.805,466.556,8.547763237,630
0.795,0.035,0.815,389.672,8.547763237,630
0.795,0.035,0.825,300.979,8.547763237,630
0.795,0.035,0.835,142.358,8.547763237,630
0.805,-0.005,0.775,339.005,8.547763237,630
0.805,-0.005,0.785,437.733,8.547763237,630
0.805,-0.005,0.795,387.713,8.547763237,630
0.805,-0.005,0.805,78.8182,8.547763237,630
0.805,0.005,0.775,440.207,8.547763237,630
0.805,0.015,0.775,107.98,8.547763237,630
0.805,0.015,0.795,295.688,8.547763237,630
0.805,0.025,0.775,251.203,8.547763237,630
0.805,0.025,0.785,239.598,8.547763237,630
0.805,0.025,0.795,281.254,8.547763237,630
0.805,0.035,0.775,632.25,8.547763237,630
0.805,0.035,0.785,690.23,8.547763237,630
0.805,0.035,0.795,699.847,8.547763237,630
0.805,0.035,0.815,478.101,8.547763237,630
0.805,0.035,0.825,363.066,8.547763237,630
0.805,0.035,0.845,104.788,8.547763237,630
0.805,0.045,0.775,682.694,8.547763237,630
0.805,0.045,0.785,693.746,8.547763237,630
0.805,0.045,0.795,703.956,8.547763237,630
0.805,0.045,0.805,741.525,8.547763237,630
0.805,0.045,0.815,629.486,8.547763237,630
0.805,0.045,0.825,485.448,8.547763237,630
0.805,0.045,0.835,382.501,8.547763237,630
0.805,0.045,0.845,135.229,8.547763237,630
0.805,0.045,0.855,101.547,8.547763237,630
0.805,0.055,0.825,36.5017,8.547763237,630
0.805,0.055,0.835,38.8734,8.547763237,630
0.805,0.055,0.845,40.2897,8.547763237,630
0.815,-0.015,0.775,185.911,8.547763237,630
0.815,-0.015,0.785,200.845,8.547763237,630
0.815,-0.015,0.795,187.044,8.547763237,630
0.815,-0.015,0.805,146.455,8.547763237,630
0.815,-0.005,0.775,184.986,8.547763237,630
0.815,-0.005,0.785,221.399,8.547763237,630
0.815,-0.005,0.795,162.287,8.547763237,630
0.815,0.025,0.795,22.4503,8.547763237,630
0.815,0.045,0.775,648.896,8.547763237,630
0.815,0.045,0.785,715.109,8.547763237,630
0.815,0.045,0.795,756.661,8.547763237,630
0.815,0.045,0.805,740.89,8.547763237,630
0.815,0.045,0.815,640.085,8.547763237,630
0.815,0.055,0.775,593.853,8.547763237,630
0.815,0.055,0.785,715.229,8.547763237,630
0.815,0.055,0.795,776.307,8.547763237,630
0.815,0.055,0.805,785.921,8.547763237,630
0.815,0.055,0.815,702.911,8.547763237,630
