X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.795,0.015,0.775,847.776,21.630226630,609
0.795,0.015,0.785,1053.78,21.630226630,609
0.795,0.015,0.795,1133.88,21.630226630,609
0.795,0.015,0.805,1154.04,21.630226630,609
0.795,0.015,0.815,1071.05,21.630226630,609
0.795,0.015,0.825,940.938,21.630226630,609
0.795,0.015,0.835,1029.98,21.630226630,609
0.795,0.015,0.845,1260.61,21.630226630,609
0.795,0.025,0.775,872.578,21.630226630,609
0.795,0.025,0.785,1031.8,21.630226630,609
0.795,0.025,0.795,1153.79,21.630226630,609
0.795,0.025,0.805,1230.01,21.630226630,609
0.795,0.025,0.815,1300.35,21.630226630,609
0.795,0.025,0.825,1258.57,21.630226630,609
0.795,0.025,0.835,1209.18,21.630226630,609
0.795,0.025,0.845,1048.94,21.630226630,609
0.795,0.035,0.775,334.14,21.630226630,609
0.795,0.035,0.785,497.883,21.630226630,609
0.795,0.035,0.795,620.787,21.630226630,609
0.795,0.035,0.805,675.262,21.630226630,609
0.795,0.035,0.815,729.128,21.630226630,609
0.795,0.035,0.825,737.547,21.630226630,609
0.795,0.035,0.835,687.957,21.630226630,609
0.795,0.035,0.845,523.103,21.630226630,609
0.795,0.045,0.775,42.97,21.630226630,609
0.805,-0.005,0.775,495.866,21.630226630,609
0.805,-0.005,0.785,464.02,21.630226630,609
0.805,-0.005,0.795,429.66,21.630226630,609
0.805,-0.005,0.805,821.165,21.630226630,609
0.805,-0.005,0.815,936.369,21.630226630,609
0.805,-0.005,0.825,977.41,21.630226630,609
0.805,-0.005,0.835,1027.68,21.630226630,609
0.805,-0.005,0.845,1334.68,21.630226630,609
0.805,0.005,0.775,328.997,21.630226630,609
0.805,0.005,0.785,352.402,21.630226630,609
0.805,0.005,0.795,285.152,21.630226630,609
0.805,0.005,0.805,304.347,21.630226630,609
0.805,0.005,0.815,561.141,21.630226630,609
0.805,0.005,0.825,788.021,21.630226630,609
0.805,0.005,0.835,809.948,21.630226630,609
0.805,0.005,0.845,853.487,21.630226630,609
0.805,0.015,0.775,305.396,21.630226630,609
0.805,0.015,0.785,331.529,21.630226630,609
0.805,0.015,0.795,349.565,21.630226630,609
0.805,0.015,0.805,318.597,21.630226630,609
0.805,0.015,0.815,254.526,21.630226630,609
0.805,0.015,0.825,183.246,21.630226630,609
0.805,0.015,0.835,531.487,21.630226630,609
0.805,0.015,0.845,618.431,21.630226630,609
0.805,0.015,0.855,772.475,21.630226630,609
0.805,0.025,0.775,848.797,21.630226630,609
0.805,0.025,0.785,902.199,21.630226630,609
0.805,0.025,0.795,890.058,21.630226630,609
0.805,0.025,0.805,896.043,21.630226630,609
0.805,0.025,0.815,881.53,21.630226630,609
0.805,0.025,0.825,712.066,21.630226630,609
0.805,0.025,0.835,625.529,21.630226630,609
0.805,0.025,0.845,685.637,21.630226630,609
0.805,0.035,0.775,1075.28,21.630226630,609
0.805,0.035,0.785,1280.47,21.630226630,609
0.805,0.035,0.795,1335.77,21.630226630,609
0.805,0.035,0.805,1330.48,21.630226630,609
0.805,0.035,0.815,1350.74,21.630226630,609
0.805,0.035,0.825,1367.23,21.630226630,609
0.805,0.035,0.835,1163.03,21.630226630,609
0.805,0.035,0.845,1133.51,21.630226630,609
0.805,0.045,0.775,1093.22,21.630226630,609
0.805,0.045,0.785,1210.34,21.630226630,609
0.805,0.045,0.795,1212.8,21.630226630,609
0.805,0.045,0.805,1177.49,21.630226630,609
0.805,0.045,0.815,1106.8,21.630226630,609
0.805,0.045,0.825,1142.07,21.630226630,609
0.805,0.045,0.835,1219.8,21.630226630,609
0.805,0.045,0.845,1183.48,21.630226630,609
0.805,0.055,0.775,74.5474,21.630226630,609
0.805,0.055,0.805,8.46866,21.630226630,609
0.805,0.055,0.815,15.6518,21.630226630,609
0.805,0.055,0.825,7.18404,21.630226630,609
0.805,0.055,0.835,43.3048,21.630226630,609
0.805,0.055,0.845,30.6758,21.630226630,609
0.815,-0.015,0.775,311.326,21.630226630,609
0.815,-0.015,0.785,408.429,21.630226630,609
0.815,-0.015,0.795,567.34,21.630226630,609
0.815,-0.015,0.805,681.23,21.630226630,609
0.815,-0.015,0.815,732.238,21.630226630,609
0.815,-0.015,0.825,752.839,21.630226630,609
0.815,-0.015,0.835,735.546,21.630226630,609
0.815,-0.015,0.845,868.62,21.630226630,609
0.815,-0.005,0.775,126.607,21.630226630,609
0.815,-0.005,0.785,78.3893,21.630226630,609
0.815,-0.005,0.795,195.417,21.630226630,609
0.815,-0.005,0.805,483.495,21.630226630,609
0.815,-0.005,0.815,628.052,21.630226630,609
0.815,-0.005,0.825,724.374,21.630226630,609
0.815,-0.005,0.835,663.297,21.630226630,609
0.815,-0.005,0.845,429.502,21.630226630,609
0.815,-0.005,0.855,948.202,21.630226630,609
0.815,0.005,0.785,13.8522,21.630226630,609
0.815,0.005,0.795,14.3932,21.630226630,609
0.815,0.005,0.805,13.1863,21.630226630,609
0.815,0.005,0.815,88.5239,21.630226630,609
0.815,0.005,0.825,74.3617,21.630226630,609
