X_pos,Y_pos,Z_pos,UV_dose,Execution_time,Num_cells_in_region
0.765,0.015,0.775,156.401,11.663596360,1577
0.765,0.025,0.775,167.351,11.663596360,1577
0.765,0.035,0.775,180.138,11.663596360,1577
0.765,0.045,0.775,202.528,11.663596360,1577
0.765,0.045,0.785,352.794,11.663596360,1577
0.765,0.055,0.775,265.082,11.663596360,1577
0.765,0.065,0.775,341.602,11.663596360,1577
0.775,-0.005,0.775,103.604,11.663596360,1577
0.775,0.005,0.775,89.8351,11.663596360,1577
0.775,0.005,0.785,95.421,11.663596360,1577
0.775,0.015,0.775,76.5734,11.663596360,1577
0.775,0.015,0.785,81.9415,11.663596360,1577
0.775,0.015,0.795,172.48,11.663596360,1577
0.775,0.015,0.805,185.65,11.663596360,1577
0.775,0.015,0.815,175.905,11.663596360,1577
0.775,0.025,0.775,17.0762,11.663596360,1577
0.775,0.025,0.785,92.6976,11.663596360,1577
0.775,0.025,0.795,188.287,11.663596360,1577
0.775,0.025,0.805,199.781,11.663596360,1577
0.775,0.025,0.815,215.179,11.663596360,1577
0.775,0.025,0.825,228.408,11.663596360,1577
0.775,0.025,0.835,199.733,11.663596360,1577
0.775,0.035,0.785,191.399,11.663596360,1577
0.775,0.035,0.795,198.906,11.663596360,1577
0.775,0.035,0.805,199.789,11.663596360,1577
0.775,0.035,0.815,215.242,11.663596360,1577
0.775,0.035,0.825,227.695,11.663596360,1577
0.775,0.035,0.835,217.333,11.663596360,1577
0.775,0.045,0.775,80.6339,11.663596360,1577
0.775,0.045,0.785,303.613,11.663596360,1577
0.775,0.045,0.795,347.678,11.663596360,1577
0.775,0.045,0.805,333.679,11.663596360,1577
0.775,0.045,0.815,343.978,11.663596360,1577
0.775,0.045,0.825,344.129,11.663596360,1577
0.775,0.045,0.835,388.589,11.663596360,1577
0.775,0.045,0.845,341.317,11.663596360,1577
0.775,0.055,0.775,81.1909,11.663596360,1577
0.775,0.055,0.785,386.495,11.663596360,1577
0.775,0.055,0.795,407.122,11.663596360,1577
0.775,0.055,0.805,440.607,11.663596360,1577
0.775,0.055,0.815,388.208,11.663596360,1577
0.775,0.055,0.825,313.93,11.663596360,1577
0.775,0.055,0.835,299.619,11.663596360,1577
0.775,0.065,0.775,202.004,11.663596360,1577
0.775,0.065,0.785,435.502,11.663596360,1577
0.775,0.065,0.795,357.371,11.663596360,1577
0.775,0.065,0.805,331.802,11.663596360,1577
0.775,0.065,0.815,202.147,11.663596360,1577
0.775,0.075,0.775,353.762,11.663596360,1577
0.775,0.075,0.785,440.099,11.663596360,1577
0.775,0.085,0.775,379.115,11.663596360,1577
0.785,-0.015,0.775,160.907,11.663596360,1577
0.785,-0.005,0.775,80.7432,11.663596360,1577
0.785,-0.005,0.785,110.161,11.663596360,1577
0.785,-0.005,0.795,116.906,11.663596360,1577
0.785,-0.005,0.805,81.5873,11.663596360,1577
0.785,0.005,0.775,17.0711,11.663596360,1577
0.785,0.005,0.785,95.4362,11.663596360,1577
0.785,0.005,0.795,103.054,11.663596360,1577
0.785,0.005,0.805,111.165,11.663596360,1577
0.785,0.005,0.815,104.011,11.663596360,1577
0.785,0.005,0.825,111.753,11.663596360,1577
0.785,0.005,0.835,96.2373,11.663596360,1577
0.785,0.005,0.845,62.7685,11.663596360,1577
0.785,0.015,0.795,43.9536,11.663596360,1577
0.785,0.015,0.805,76.3611,11.663596360,1577
0.785,0.015,0.815,83.4053,11.663596360,1577
0.785,0.015,0.825,91.3231,11.663596360,1577
0.785,0.015,0.835,99.8159,11.663596360,1577
0.785,0.015,0.845,107.228,11.663596360,1577
0.785,0.015,0.855,184.905,11.663596360,1577
0.785,0.015,0.865,7.81444,11.663596360,1577
0.785,0.015,0.875,12.119,11.663596360,1577
0.785,0.025,0.815,23.1881,11.663596360,1577
0.785,0.025,0.825,91.168,11.663596360,1577
0.785,0.025,0.835,99.054,11.663596360,1577
0.785,0.025,0.845,79.2158,11.663596360,1577
0.785,0.025,0.855,187.409,11.663596360,1577
0.785,0.025,0.865,109.527,11.663596360,1577
0.785,0.025,0.875,120.805,11.663596360,1577
0.785,0.025,0.885,124.773,11.663596360,1577
