	
-0.495	256.380
-0.485	232.701
-0.475	241.871
-0.465	228.165
-0.455	223.902
-0.445	201.042
-0.435	210.575
-0.425	202.386
-0.415	178.234
-0.405	188.864
-0.395	165.847
-0.385	127.966
-0.375	126.134
-0.365	125.712
-0.355	135.116
-0.345	124.347
-0.335	114.197
-0.325	111.566
-0.315	101.519
-0.305	114.255
-0.295	107.368
-0.285	98.195
-0.275	110.328
-0.265	119.482
-0.255	106.968
-0.245	106.793
-0.235	105.144
-0.225	93.893
-0.215	99.692
-0.205	109.496
-0.195	106.761
-0.185	107.447
-0.175	110.252
-0.165	100.544
-0.155	119.609
-0.145	118.752
-0.135	118.656
-0.125	119.196
-0.115	131.670
-0.105	122.901
-0.095	112.695
-0.085	121.738
-0.075	130.042
-0.065	119.397
-0.055	118.539
-0.045	120.170
-0.035	131.726
-0.025	116.775
-0.015	182.106
-0.005	219.564
0.005	248.742
0.015	255.791
0.025	269.620
0.035	273.699
0.045	265.120
0.055	264.140
0.065	265.658
0.075	250.257
0.085	212.902
0.095	148.112
0.105	134.275
0.115	143.738
0.125	120.062
0.135	119.904
0.145	122.665
0.155	116.105
0.165	113.904
0.175	134.544
0.185	121.503
0.195	107.735
0.205	121.796
0.215	124.676
0.225	123.615
0.235	122.535
0.245	125.22
0.255	134.911
0.265	124.513
0.275	126.528
0.285	117.711
0.295	127.382
0.305	133.486
0.315	141.122
0.325	140.221
0.335	139.934
0.345	151.44
0.355	161.57
0.365	150.716
0.375	163.449
0.385	174.454
0.395	167.007
0.405	179.095
0.415	181.164
0.425	197.434
0.435	190.675
0.445	194.486
0.455	183.561
0.465	202.516
0.475	190.978
0.485	190.004
0.495	181.144
