	
-0.495	254.334
-0.485	235.847
-0.475	247.855
-0.465	224.396
-0.455	215.227
-0.445	205.986
-0.435	206.268
-0.425	205.135
-0.415	195.081
-0.405	185.858
-0.395	176.509
-0.385	139.782
-0.375	139.763
-0.365	138.928
-0.355	136.724
-0.345	115.502
-0.335	116.414
-0.325	118.795
-0.315	118.588
-0.305	106.525
-0.295	108.401
-0.285	107.872
-0.275	118.333
-0.265	118.288
-0.255	107.966
-0.245	107.936
-0.235	108.082
-0.225	110.918
-0.215	114.946
-0.205	106.542
-0.195	121.506
-0.185	107.996
-0.175	114.417
-0.165	119.104
-0.155	114.710
-0.145	125.900
-0.135	118.457
-0.125	126.399
-0.115	126.431
-0.105	124.688
-0.095	126.581
-0.085	129.679
-0.075	127.403
-0.065	137.964
-0.055	122.656
-0.045	125.353
-0.035	143.230
-0.025	144.165
-0.015	201.109
-0.005	237.462
0.005	238.740
0.015	263.475
0.025	264.793
0.035	265.781
0.045	271.084
0.055	275.648
0.065	259.416
0.075	228.973
0.085	215.803
0.095	151.338
0.105	138.631
0.115	132.000
0.125	129.421
0.135	130.555
0.145	148.144
0.155	139.334
0.165	130.363
0.175	123.534
0.185	122.527
0.195	132.421
0.205	120.543
0.215	132.419
0.225	125.735
0.235	131.194
0.245	120.481
0.255	117.878
0.265	128.261
0.275	131.129
0.285	136.625
0.295	130.218
0.305	139.619
0.315	143.926
0.325	149.403
0.335	158.537
0.345	163.511
0.355	165.08
0.365	158.331
0.375	174.635
0.385	180.29
0.395	177.228
0.405	181.942
0.415	191.99
0.425	194.044
0.435	196.24
0.445	203.01
0.455	219.712
0.465	216.602
0.475	210.361
0.485	223.348
0.495	201.782
