	
-0.495	268.088
-0.485	258.609
-0.475	258.129
-0.465	234.908
-0.455	224.112
-0.445	214.413
-0.435	204.683
-0.425	203.367
-0.415	202.760
-0.405	181.546
-0.395	161.237
-0.385	140.374
-0.375	130.756
-0.365	131.289
-0.355	130.171
-0.345	111.812
-0.335	111.457
-0.325	121.406
-0.315	113.637
-0.305	111.965
-0.295	111.805
-0.285	103.672
-0.275	115.598
-0.265	116.350
-0.255	106.000
-0.245	104.603
-0.235	103.068
-0.225	112.629
-0.215	114.950
-0.205	113.789
-0.195	110.879
-0.185	110.509
-0.175	120.676
-0.165	113.052
-0.155	123.727
-0.145	114.614
-0.135	122.895
-0.125	122.402
-0.115	122.593
-0.105	124.463
-0.095	133.018
-0.085	121.850
-0.075	130.117
-0.065	129.070
-0.055	118.202
-0.045	117.685
-0.035	126.781
-0.025	143.870
-0.015	168.204
-0.005	213.270
0.005	238.356
0.015	238.689
0.025	258.574
0.035	259.590
0.045	260.797
0.055	260.558
0.065	251.665
0.075	235.748
0.085	209.683
0.095	148.120
0.105	140.810
0.115	130.088
0.125	130.058
0.135	120.857
0.145	130.743
0.155	130.128
0.165	120.838
0.175	128.840
0.185	120.215
0.195	119.455
0.205	118.635
0.215	117.757
0.225	118.624
0.235	118.600
0.245	108.322
0.255	126.36
0.265	108.332
0.275	116.901
0.285	119.671
0.295	120.439
0.305	135.2
0.315	138.475
0.325	147.935
0.335	147.533
0.345	148.008
0.355	148.066
0.365	162.639
0.375	163.276
0.385	171.845
0.395	169.403
0.405	170.258
0.415	180.95
0.425	180.769
0.435	179.708
0.445	188.9
0.455	196.571
0.465	196.349
0.475	194.32
0.485	176.305
0.495	163.776
