X_pos,Y_pos,Z_pos,UV_dose,Execution_time
0.805,-0.015,0.775,510.365,56.198749103
0.805,-0.015,0.785,590.803,56.198749103
0.805,-0.015,0.795,653.515,56.198749103
0.805,-0.015,0.805,668.379,56.198749103
0.805,-0.015,0.815,664.57,56.198749103
0.805,-0.015,0.825,715.6,56.198749103
0.805,-0.015,0.835,814.483,56.198749103
0.805,-0.015,0.845,944.683,56.198749103
0.805,-0.005,0.775,282.832,56.198749103
0.805,-0.005,0.785,318.488,56.198749103
0.805,-0.005,0.795,320.053,56.198749103
0.805,-0.005,0.805,399.523,56.198749103
0.805,-0.005,0.815,415.667,56.198749103
0.805,-0.005,0.825,388.335,56.198749103
0.805,-0.005,0.835,434.479,56.198749103
0.805,-0.005,0.845,446.086,56.198749103
0.805,0.005,0.775,111.749,56.198749103
0.805,0.005,0.785,106.29,56.198749103
0.805,0.005,0.795,81.7264,56.198749103
0.805,0.005,0.805,47.9984,56.198749103
0.805,0.005,0.815,50.1115,56.198749103
0.805,0.005,0.825,63.6227,56.198749103
0.805,0.005,0.835,54.4467,56.198749103
0.805,0.005,0.845,37.0153,56.198749103
0.805,0.015,0.775,142.779,56.198749103
0.805,0.015,0.785,153.26,56.198749103
0.805,0.015,0.795,164.779,56.198749103
0.805,0.015,0.805,166.418,56.198749103
0.805,0.015,0.815,156.855,56.198749103
0.805,0.015,0.825,152.554,56.198749103
0.805,0.025,0.775,1407.06,56.198749103
0.805,0.025,0.785,1414.48,56.198749103
0.805,0.025,0.805,1496.68,56.198749103
0.805,0.025,0.815,1525.31,56.198749103
0.805,0.025,0.825,1495.86,56.198749103
0.805,0.025,0.845,1264.56,56.198749103
0.805,0.035,0.775,1407.33,56.198749103
0.805,0.035,0.785,1550.63,56.198749103
0.805,0.035,0.795,1555.12,56.198749103
0.805,0.035,0.805,1631.55,56.198749103
0.805,0.035,0.815,1664.34,56.198749103
0.805,0.035,0.825,1598.47,56.198749103
0.805,0.035,0.835,1579.71,56.198749103
0.805,0.035,0.845,1591.04,56.198749103
0.805,0.045,0.775,617.052,56.198749103
0.805,0.045,0.785,845.785,56.198749103
0.805,0.045,0.795,761.615,56.198749103
0.805,0.045,0.805,847.09,56.198749103
0.805,0.045,0.815,956.617,56.198749103
0.805,0.045,0.825,984.971,56.198749103
0.805,0.045,0.835,958.396,56.198749103
0.805,0.045,0.845,854.879,56.198749103
0.815,-0.025,0.775,154.678,56.198749103
0.815,-0.025,0.785,156.504,56.198749103
0.815,-0.025,0.795,210.364,56.198749103
0.815,-0.025,0.805,240.976,56.198749103
0.815,-0.025,0.815,263.148,56.198749103
0.815,-0.025,0.825,466.946,56.198749103
0.815,-0.025,0.835,832.444,56.198749103
0.815,-0.025,0.845,1104.9,56.198749103
0.815,-0.015,0.825,21.2876,56.198749103
0.815,-0.015,0.835,236.595,56.198749103
0.815,-0.015,0.845,637.751,56.198749103
0.815,0.045,0.775,1013.78,56.198749103
0.815,0.045,0.785,1167.4,56.198749103
0.815,0.045,0.795,1161.35,56.198749103
0.815,0.045,0.805,1190.16,56.198749103
0.815,0.045,0.815,1295.39,56.198749103
0.815,0.045,0.825,1281.79,56.198749103
0.815,0.045,0.835,1286.07,56.198749103
0.815,0.045,0.845,1337.69,56.198749103
0.815,0.055,0.775,75.9743,56.198749103
0.815,0.055,0.785,133.583,56.198749103
0.815,0.055,0.795,164.88,56.198749103
0.815,0.055,0.805,223.295,56.198749103
0.815,0.055,0.815,287.694,56.198749103
0.815,0.055,0.825,275.248,56.198749103
0.815,0.055,0.835,415.118,56.198749103
0.815,0.055,0.845,458.16,56.198749103
0.825,-0.025,0.775,67.7437,56.198749103
0.825,-0.025,0.845,1425.83,56.198749103
0.825,-0.015,0.815,29.1325,56.198749103
0.825,-0.015,0.825,98.593,56.198749103
0.825,-0.015,0.845,319.527,56.198749103
0.825,0.045,0.825,871.726,56.198749103
0.825,0.055,0.775,959.446,56.198749103
0.825,0.055,0.785,1008.46,56.198749103
0.825,0.055,0.795,984.371,56.198749103
0.825,0.055,0.805,932.406,56.198749103
0.825,0.055,0.815,923.182,56.198749103
0.825,0.055,0.825,915.731,56.198749103
0.825,0.055,0.835,984.882,56.198749103
0.825,0.055,0.845,1072.42,56.198749103
0.835,-0.025,0.845,1685.64,56.198749103
0.835,0.055,0.775,991.06,56.198749103
0.835,0.055,0.825,1075.09,56.198749103
0.835,0.055,0.845,1090.2,56.198749103
0.835,0.065,0.775,447.048,56.198749103
0.835,0.065,0.835,52.6504,56.198749103
0.835,0.065,0.845,733.279,56.198749103
0.835,0.075,0.775,137.882,56.198749103
0.835,0.075,0.825,52.2447,56.198749103
0.835,0.075,0.835,325.103,56.198749103
0.835,0.085,0.785,205.288,56.198749103
0.835,0.085,0.795,296.368,56.198749103
0.835,0.085,0.805,549.179,56.198749103
0.835,0.085,0.815,782.221,56.198749103
0.835,0.085,0.825,1031.02,56.198749103
0.835,0.085,0.835,1151.06,56.198749103
0.845,-0.025,0.845,1994.33,56.198749103
0.845,-0.015,0.825,162.569,56.198749103
0.845,-0.015,0.835,273.065,56.198749103
0.845,-0.015,0.845,201.284,56.198749103
0.845,0.055,0.775,61.8247,56.198749103
0.845,0.055,0.825,733.665,56.198749103
0.845,0.055,0.845,110.094,56.198749103
0.845,0.065,0.775,99.7004,56.198749103
0.845,0.065,0.845,222.515,56.198749103
0.845,0.085,0.795,14.2048,56.198749103
0.845,0.085,0.805,27.3004,56.198749103
0.845,0.085,0.835,1050.73,56.198749103
0.855,-0.015,0.805,1149.25,56.198749103
0.855,-0.015,0.815,1455.7,56.198749103
0.855,-0.015,0.825,1796.2,56.198749103
0.855,-0.015,0.835,2226.69,56.198749103
0.855,-0.015,0.845,2293.35,56.198749103
0.855,-0.005,0.805,71.5598,56.198749103
0.855,0.045,0.805,106.091,56.198749103
0.855,0.045,0.825,90.2259,56.198749103
0.855,0.045,0.835,112.733,56.198749103
0.855,0.055,0.805,97.2532,56.198749103
0.855,0.055,0.815,32.2722,56.198749103
0.855,0.055,0.845,99.9309,56.198749103
0.865,-0.015,0.805,1427.71,56.198749103
0.865,-0.015,0.815,1709.49,56.198749103
0.865,-0.015,0.825,2283.46,56.198749103
0.865,-0.015,0.835,2464.89,56.198749103
0.865,-0.015,0.845,2526.17,56.198749103
0.865,-0.005,0.785,462.306,56.198749103
0.865,-0.005,0.795,734.86,56.198749103
0.865,-0.005,0.805,1251.46,56.198749103
0.865,-0.005,0.815,1748.05,56.198749103
0.865,-0.005,0.825,2188.54,56.198749103
0.865,-0.005,0.835,2313.23,56.198749103
0.865,-0.005,0.845,2330.44,56.198749103
0.865,0.005,0.785,110.784,56.198749103
0.865,0.005,0.795,88.7459,56.198749103
0.865,0.005,0.805,113.772,56.198749103
0.865,0.005,0.815,414.128,56.198749103
0.865,0.005,0.825,723.494,56.198749103
0.865,0.005,0.835,1005.99,56.198749103
0.865,0.005,0.845,993.348,56.198749103
0.865,0.015,0.785,163.777,56.198749103
0.865,0.015,0.795,199.458,56.198749103
