X_pos,Y_pos,Z_pos,UV_dose,Execution_time
0.805,-0.025,0.835,1850.7,43.722752007
0.805,-0.015,0.775,226.475,43.722752007
0.805,-0.015,0.785,315.581,43.722752007
0.805,-0.015,0.795,367.556,43.722752007
0.805,-0.015,0.805,651.909,43.722752007
0.805,-0.015,0.815,826.139,43.722752007
0.805,-0.015,0.825,1330.22,43.722752007
0.805,-0.015,0.835,1922.28,43.722752007
0.805,-0.015,0.845,291.232,43.722752007
0.805,-0.005,0.775,205.736,43.722752007
0.805,-0.005,0.785,305.549,43.722752007
0.805,-0.005,0.795,587.587,43.722752007
0.805,-0.005,0.805,749.317,43.722752007
0.805,-0.005,0.815,1183,43.722752007
0.805,-0.005,0.825,1380.51,43.722752007
0.805,-0.005,0.835,1304.66,43.722752007
0.805,-0.005,0.845,131.021,43.722752007
0.805,0.005,0.775,519.643,43.722752007
0.805,0.005,0.785,576.927,43.722752007
0.805,0.025,0.775,457.416,43.722752007
0.805,0.025,0.785,533.516,43.722752007
0.805,0.025,0.795,396.06,43.722752007
0.805,0.025,0.805,884.22,43.722752007
0.805,0.025,0.815,1301.99,43.722752007
0.805,0.025,0.825,1195.2,43.722752007
0.805,0.025,0.835,1257.74,43.722752007
0.805,0.025,0.845,384.069,43.722752007
0.805,0.035,0.775,762.778,43.722752007
0.805,0.035,0.785,943.344,43.722752007
0.805,0.035,0.795,1520.95,43.722752007
0.805,0.035,0.805,2159.1,43.722752007
0.805,0.035,0.815,2310.77,43.722752007
0.805,0.035,0.825,2560.34,43.722752007
0.805,0.035,0.835,1900.59,43.722752007
0.805,0.035,0.845,1217.05,43.722752007
0.805,0.045,0.775,341.491,43.722752007
0.805,0.045,0.785,1075.57,43.722752007
0.805,0.045,0.795,2054.45,43.722752007
0.805,0.045,0.805,2436.39,43.722752007
0.805,0.045,0.815,2777.31,43.722752007
0.805,0.045,0.825,2652.43,43.722752007
0.805,0.045,0.835,2044.91,43.722752007
0.805,0.045,0.845,1374.69,43.722752007
0.805,0.045,0.855,484.557,43.722752007
